review_id,customer_id,product_category,review_text,star_rating,sentiment,review_date,verified_purchase
3383,664,Sneaker,Uncomfortable and poorly designed. This sneaker is not worth your money.,3,negative,2026-01-27,True
1206,553,Shirt,Not blown away by this shirt but I'll keep it. I've had it for a week and it's holding up.,4,positive,2025-12-20,True
765,1305,Coat,Just what I needed. The coat is comfortable and looks sharp. Great coat for the price point. The quality is outstanding.,4,positive,2025-12-16,False
2596,1874,Coat,The coat arrived fast and looks even better IN person. Love the texture.,3,neutral,2026-03-05,True
3468,272,Ankle Boot,Tried to make it work but this ankle boot is just bad. The material feels cheap and thin.,1,negative,2025-09-26,False
289,1722,T-shirt,Solid purchase. teh t-shirt holds up really well after multiple washes. Minor thread issue but nothing major.,4,positive,2025-12-10,True
2124,484,Trouser,This trouser is a staple now. I wear it constantly.,5,positive,2025-10-12,True
4029,375,Sneaker,The color of this sneaker is completely different from what's shown. The material feels cheap and thin.,1,negative,2025-11-10,True
623,794,Sandal,Really pleased with how this sandal turned out. outstanding. The packaging could have been better.,5,neutral,2025-12-18,True
1278,678,Sandal,This sandal was a great find.,4,positive,2026-03-11,True
2534,1110,T-shirt,Finally found a t-shirt that actually looks like the pictures. The quality is outstanding.,5,positive,2025-09-17,True
1829,215,Shirt,"Wore this shirt a few times. It's fine, nothing special. ",5,positive,2025-10-11,True
2113,943,Sneaker,tihs sneaker is serviceable. The packaging was nice at least. Would consider alternatives next time. The packaging could have been better.,5,positive,2025-10-26,False
3765,1832,Shirt,The quality is acceptable for a shirt at this price point. It's comfy enough.,1,negative,2026-02-10,True
5533,1170,T-shirt,Decent enough t-shirt for casual wear. Not for anything special. Average t-shirt. I don't love it but I don't hate it.,3,negative,2026-02-01,False
5599,743,Coat,"It's an average coat. Sizing runs slightly large. Might keep it, might return it.",3,neutral,2025-10-18,True
1109,1895,Trouser,Super happy with this purchase.,3,positive,2026-02-09,True
27,1713,Dress,ShopSmart knocked it out of the park with this dress.,5,positive,2026-03-07,False
3090,3,Dress,Thought I was getting a deal but this dress is just cheap. ,1,negative,2026-02-18,False
559,638,Sandal,It fits fine and looks okay. The sandal is nothing to write home about though. Price is a bit steep but worth it.,5,positive,2025-11-25,False
1447,22,Sandal,Really good sandal. Bought one for myself and one as a gift.,5,positive,2026-01-29,True
4494,893,Bag,Major quality control issue with this bag. There was a hole in the seam. Requesting a refund. ,3,negative,2025-11-16,True
1568,999,Sneaker,Wore this sneaker to a job interview and got so many compliments. fantastic!,3,positive,2025-09-29,True
3144,1051,Bag,Save your money and skip this bag. The fit is completely wrong.,2,negative,2025-11-26,True
569,126,Shirt,Got thsi shirt for my daughter and they absolutely love it. Shipping was fast too.  The packaging could have been better.,5,positive,2026-01-11,True
4790,5,Dress,The dress arrived fast and looks even better in person. Shipping was fast too. ,4,neutral,2025-10-26,True
4147,1141,Coat,ShopSmart needs to do better. This coat is embarrassing. The material feels cheap nad thin. Huge letdown. The coat doesn't look anything like the listing.,1,negative,2026-02-05,False
4712,620,Coat,Got tihs coat as a backup.,2,negative,2025-10-26,True
787,1715,Sneaker,Can't believe how gorgeous this sneaker is for the price. Seriously impressed. ,5,positive,2025-11-23,True
13,1981,Dress,Really pleased with how this dress turned out. excellent. No issues at all with this dress. Quality is solid.,5,positive,2025-10-03,False
469,931,Shirt,This is my third purchase from ShopSmart and this shirt doesn't disappoint. Perfect for everyday wear.,5,positive,2026-02-19,True
2248,279,Coat,Five stars.,5,positive,2025-10-08,True
2571,1812,Sneaker,tihs sneaker is a staple now. I wear it constantly. ,5,positive,2026-01-01,True
3575,1123,Ankle Boot,Tried to make it work but this ankle boot is just bad. The zipper broke on the first use.,1,negative,2025-10-24,True
2309,119,Bag,tihs bag exceeded my expectations. Great attention to detail. 5 stars! ,5,positive,2025-12-31,True
105,177,Bag,So amazing! The bag fits perfectly and the color is vibrant.,5,positive,2025-11-17,False
2353,1541,Shirt,Great shirt for the price point. Color is exactly as shown.,4,positive,2025-09-18,False
858,1816,Sneaker,Got tons of compliments on thsi sneaker. Will order again.,5,positive,2025-10-23,True
5507,1850,Dress,The dress works for what I need. Wouldn't RAVE about it though. ,3,neutral,2025-11-16,True
1407,1422,Shirt,Super comfortable shirt. Great for everyday wear.,5,neutral,2026-01-16,True
2350,77,T-shirt,Got this t-shirt for my friend and they absolutely love it. Perfect for everyday wear. ,3,positive,2025-11-28,False
1812,747,Trouser,"Not bad, not great.",5,neutral,2025-12-02,True
5716,1568,Bag,This bag is a three out of five for me. I've had it for a week and it's holding up.,3,neutral,2026-02-18,True
5221,1400,Coat,tihs coat is serviceable. Not sure if I'd buy it again. Would consider alternatives next time.,2,neutral,2026-01-10,True
4281,331,Trouser,"Not bad, not great. The trouser is exactly what you'd expect for thsi price.",1,negative,2026-03-10,True
2794,681,Dress,"Save your money and skip this dress. The buttons fell off immediately. Love the concept, hate the execution.",2,negative,2026-02-24,True
4307,450,Coat,Thought I was getting a deal but this coat is just cheap.,2,negative,2026-03-10,False
5832,1975,Shirt,Can't even give tihs shirt away. That's how bad it is.,2,neutral,2026-01-21,True
1926,1223,Ankle Boot,Amazing quaity for the price. This ankle boot is outstanding! ,5,positive,2026-02-28,True
2344,1397,Sneaker,The sneaker arrived fast and looks even BETTER in person. Very versatile piece.,5,positive,2026-03-15,True
753,1115,Pullover,An okay purchase. The pullover has both pros and cons. ,5,positive,2025-11-25,False
2627,1860,Trouser,This trouser is a staple now. I wear it constantly. Great trouser for the price point. Very versatile piece.,4,positive,2025-12-05,True
729,367,Ankle Boot,The ankle boot looked exactly like TEH photo. Very happy with it. ,5,positive,2026-02-02,True
4356,442,Bag,Terrible quality. The bag started falling apart after just one wash.,1,negative,2026-01-22,True
1793,653,Shirt,Got this shirt for my mom and they absolutely love it. Very versatile piece. ,5,positive,2025-09-18,True
2404,795,Dress,Love this dress! Great attention to detail. Would definitely buy again.  Amazing quality for the price. This dress is fantastic!,5,positive,2025-11-14,True
2757,806,Ankle Boot,Expected so much more from this ankle boot. Really let down. ,2,neutral,2025-09-20,True
840,1651,Sandal,Wore this sandal to vacation and got so many compliments.,5,positive,2025-09-17,True
4117,1618,Sneaker,Would consider buying this sneaker again if it went on sale. It's comfortable enough...,1,negative,2025-12-26,True
2753,858,T-shirt,This t-shirt runs really loose nad the material is scratchy. Can't wear it.,1,negative,2026-01-29,True
4641,952,Bag,Would consider buying this bag again if it went on sale. The color is a bit different than expected.,4,neutral,2025-10-13,True
1695,21,Pullover,"Comfortable, stylish, and well-made. This pullover checks all the boxes.",5,positive,2025-11-28,True
5658,920,Trouser,The trouser is fine for the price.,3,neutral,2026-03-08,False
1621,1600,T-shirt,Love this t-shirt! The fabric feels premium. Would definitely buy again. ,4,positive,2026-03-13,True
462,231,Shirt,"Wore this shirt a few times. It's fine, nothing special. I'm obsessed with this shirt. The quality is amazing. Already ordered another one.",5,neutral,2025-10-02,False
1738,821,Ankle Boot,Really good ankle boot. bougth one for myself and one as a gift.,5,positive,2026-01-09,True
58,1260,Sneaker,This sneaker was a great find.,4,positive,2025-12-15,False
4685,1840,Trouser,"It's an average trouser. I've had it for a week and it's holding up. Might keep it, might return it.",3,neutral,2025-09-27,True
696,733,Sneaker,Decent sneaker. The material could be better but the style is nice. ,5,positive,2026-01-21,False
26,871,Ankle Boot,Got this ankle boot for my husband and they absolutely looove it. Very versatile piece.,4,positive,2025-11-05,True
1888,1481,Bag,Super comfortable bag. amazing for everyday wear.,5,positive,2026-01-19,True
1827,969,Pullover,"Perfect pullover! True to size, great material, fantastic color..",5,positive,2026-03-05,True
453,1265,Sandal,Just what I needed. The sandal is comfortable and looks sharp.,5,neutral,2025-11-10,True
4634,898,Ankle Boot,The ankle boot is fine for the price.,3,neutral,2025-10-18,True
1836,1774,T-shirt,This is my third purchase from ShopSmart and thsi t-shirt doesn't disappoint. Very versatile piece.,4,positive,2025-09-24,True
2440,1926,Coat,Just what I needed. The coat is comfortable and looks sharp.,5,positive,2025-11-09,False
4227,103,Shirt,The shirt is neither great nor terrible.,2,negative,2025-09-27,True
5898,1899,Ankle Boot,"It's an average ankle boot. Shipping took a while though. Might keep it, might return it. Some things I like, some I don't.",3,neutral,2026-02-02,False
1661,1996,Trouser,I've seen worse and I've seen better. This trouser is right in the middle.,3,positive,2026-01-03,True
1436,1964,Sandal,Got this sandal for my wife and they absolutely love it. Perfect for everyday wear. ,4,positive,2026-02-13,True
1845,533,Sneaker,This sneaker exceeded my expectations. Shipping was fast too. 5 stars!,4,positive,2026-01-17,True
756,1121,Ankle Boot,This is my third puchase from ShopSmart and this ankle boot doesn't disappoint. rly versatile piece.,5,positive,2025-10-28,False
5338,722,Bag,Would consider buying this bag again if it went on sale. The packaging was nice at least.,3,neutral,2025-09-29,False
3922,252,Pullover,The sizing is way off. Ordered my usual size but this pullover is at least two sizes too big. Shipping was fast though.,3,negative,2025-10-10,False
3211,838,Shirt,Terrible quality. The shirt the color bled everywhere after just one wash. Uncomfortable and poorly designed. This shirt is not worth your money.,1,negative,2025-10-24,True
3640,1013,Bag,I bought this bag for a vacation and had to return it because Stitching was already coming undone...,1,negative,2025-11-08,True
4910,873,Pullover,The pullover is fine for the price. The color is a bit different than expected. This pullover is serviceable. The color is a bit different than expected. Would consider alternatives next time.,3,neutral,2026-01-16,True
1463,287,Sneaker,The sneaker is neither great nor terrible. Just average.,5,neutral,2026-01-18,False
3511,219,Trouser,My mom got this for me adn I'm honestly embarrassed to wear it. The material feels cheap and thin... Style is cute but that's about it.,1,negative,2026-02-18,True
2867,312,T-shirt,Waited two weeks for this t-shirt and it arrived in the wrong color. The buttons fell off immediately...,1,negative,2025-11-08,True
2175,1827,Trouser,Best trouser I've bought in a long time.,5,positive,2025-11-12,True
876,469,T-shirt,A+ quality. thsi t-shirt feels like it should cost twice as much. The packaging could have been better.,3,positive,2025-11-19,True
3408,1562,T-shirt,teh stitching on this t-shirt is terrible. Color faded significantly. Looks like a knockoff.  Used the t-shirt exactly once before it started falling apart.,1,negative,2025-12-26,False
3463,1329,Trouser,Used hte trouser exactly once before it started falling apart. ,2,negative,2026-01-15,True
67,1289,Sandal,Got tons of compliments on this sandal. Will order again. Sizing runs a little large but still works.,5,positive,2026-03-11,True
1608,857,Dress,Just what I needed. The dress is comfy and looks sharp. ,5,positive,2025-11-05,True
3465,1888,Coat,Can't even give this coat away. That's how bad it is.,1,negative,2026-01-07,True
1188,1211,Sandal,"comfertable, stylish, and well-made. This sandal checks all the boxes. Not the softest material but looks great.",5,positive,2025-10-22,False
5061,1412,Coat,The coat looked exactly like the photo. Very happy with it. This coat is a three out of five for me. It's good for the price point.,3,neutral,2026-01-14,True
2372,1510,Ankle Boot,Finally found a ankle boot that actually looks like the pictures. Super comfortable too.,5,positive,2026-01-21,True
1767,1083,Sneaker,"Middle of the road sneaker. Some good aspects, some meh. ShopSmart knocked it out of the park with this sneaker. lovely!",5,positive,2026-01-21,True
1915,1890,Shirt,Solid purchase. The shirt holds up really well after multiple washes.,5,positive,2025-11-27,False
3312,555,Ankle Boot,Major quality control issue with this ankle boot. Multiple loose threads everywhere. Requesting a refund.,1,negative,2025-11-21,True
1266,1701,Sneaker,A+ quality. This sneaker feels like it should cost twice as much.,4,positive,2026-03-07,True
3582,554,Sneaker,Terrible qualiy. The sneaker the seam ripped after just one wash. ,2,negative,2025-10-08,True
5508,196,Dress,"It's an average dress. Material is thinner than I expected. Might keep it, might return it. Some things I like, some I don't.",3,neutral,2025-12-19,False
1690,1223,Trouser,This trouser is serviceable. I've had it for a week and it's holding up. Would consider alternatives next time.,3,positive,2025-11-27,True
5779,1118,Ankle Boot,Passable ankle boot. My expectations were met but not exceeded.,3,neutral,2026-01-24,True
2418,1622,Sandal,"It's an average sandal. Sizing runs slightly large. Might keep it, might return it.",4,positive,2026-03-09,False
2403,79,Dress,Really good dress. bougth one for myself and one as a gift.,5,positive,2026-02-14,False
4752,730,T-shirt,Average t-shirt. I don't love it but I don't hate it.  My friend loved it but I'm not sure.,3,neutral,2025-11-09,True
4570,1678,Shirt,I've seen worse and I've seen better. This shirt is right in the middle.,4,neutral,2025-09-16,True
3550,1126,Ankle Boot,Really uncomfortable ankle boot. Couldn't wear it for more than an hour.,1,negative,2025-12-09,False
3038,1903,Pullover,Three words: do not buy. This pullover is the worst purchase I've made...,1,negative,2025-12-09,True
5355,570,Shirt,"It's an average shirt. Sizing runs slightly large. Might keep it, might return it.",4,neutral,2026-02-03,True
2929,383,Trouser,Decent trouser. The material could be better but the style is nice.,3,negative,2026-01-13,True
1431,1705,Sneaker,Can't believe how lovely this sneaker is for the price. Seriously impressed. ,5,positive,2026-02-01,True
3039,1858,Shirt,teh stitching on this shirt is terrible. The material feels cheap and thin. Looks like a knockoff.,2,negative,2026-01-26,True
5801,378,Ankle Boot,Decent enough ankle boot for casual wear. Not for anything special.,4,neutral,2025-10-12,True
577,549,Bag,The bag is fine for the price. I've had it for a week and it's holding up.,4,positive,2025-12-27,True
3625,1959,Shirt,hte shirt started lost its shape completely within a week.,1,negative,2026-03-07,True
1046,639,Ankle Boot,The ankle boot looks good but it wrinkles easily. Overall it's alright.,4,positive,2026-02-28,True
5828,257,Ankle Boot,"Not bad, not great. The ankle boot is exactly what you'd expect for this price.",3,neutral,2025-12-16,True
3879,1739,Shirt,Expected so much more from this shirt. Really let down.,1,negative,2025-09-19,True
5544,1236,Bag,Passable bag. My expectations were met but not exceeded.,2,neutral,2025-10-08,True
96,1047,Sandal,thsi sandal is a staple now. I wear it constantly.,4,positive,2026-02-03,True
3051,1211,Coat,I've bought better coats at the dollar store honestly. Stitching was already coming undone. ,3,negative,2026-01-11,False
681,1163,Shirt,Great shirt for the price point. Looks even better in person.,4,positive,2025-11-12,True
2133,318,Pullover,Just what I needed. The pullover is comfortable and looks sharp.,4,positive,2025-10-25,True
3715,1627,Sandal,Average sandal. I don't love it but I don't hate it.,1,negative,2026-02-27,True
143,1415,Coat,The coat ARRIVED fast and looks even better in person. super versatile piece. ,5,positive,2025-10-01,False
3010,222,Trouser,One of the worst online purchases I've ever made.,1,negative,2026-01-25,True
1359,515,Trouser,The trouser works for what I need. Wouldn't rave about it though.,3,positive,2026-01-04,False
235,1493,Sandal,So gorgeous! The sandal fits perfectly and the color is vibrant.,3,positive,2026-01-02,False
730,707,Coat,Got this coat for my mom and they absolutely love it.,5,positive,2026-03-08,True
236,1710,Pullover,Ordered this pullover last week and already want another color.,5,positive,2025-12-02,True
3781,1540,Pullover,ShopSmart needs to do better. This pullover is embarrassing. The fabric is see-through. ,1,negative,2025-11-28,True
2400,869,Coat,Got tons of compliments on this coat. Will order again. The coat arrived fast and looks even better in person. Fits like a glove.,4,positive,2025-09-25,True
5017,39,Pullover,This pullover is a three out of five for me. The packaging was nice at least.,3,neutral,2025-11-10,True
2392,129,Coat,This coat is perfect for travel. Looks great and feels comfortable.,5,positive,2026-01-21,True
2720,693,Ankle Boot,Huge letdown. The ankle boot doesn't look anything like th listing. Would have been great if the quality matched.,2,negative,2026-02-20,True
2305,1901,Sneaker,Highly recommend this sneaker. Fits like a glove. You won't be disappointed.,3,positive,2025-09-17,False
3317,1980,T-shirt,My friend got this for me and I'm honestly embarrassed to wear it. qualiy is nowhere near the pictures.,1,negative,2026-01-05,True
4751,304,Ankle Boot,I'd give this ankle boot a solid B minus. Gets the job done.,3,neutral,2026-01-22,False
5793,617,Coat,Average coat. I don't love it but I don't hate it.  I've seen worse and I've seen better. This coat is right in the middle.,3,neutral,2025-12-06,True
5843,1651,Trouser,"Wasted my money on this trouser. Should have read hte reviews first. Some things I like, some I don't.",3,neutral,2025-12-10,True
474,829,Sandal,Been looking for a sandal like this forever.,5,positive,2026-03-04,False
2665,859,Ankle Boot,A+ quality. This ankle boot feels like it should cost twice as much.,5,positive,2025-10-01,True
3296,1896,Trouser,I'd give this trouser a solid B minus. Gets the job done.,1,negative,2026-02-24,True
4596,1468,Coat,Mixed feelings about this coat. Very versatile piece. but it wrinkles easily.,3,neutral,2026-01-27,True
4413,416,Trouser,Returned this trouser immediately. It smells like chemicals. Very unhappy.  The design looked nice at least.,1,negative,2025-10-03,True
3739,1724,T-shirt,Huge letdown.,1,neutral,2026-02-19,True
2998,662,Sandal,Expected so much more from this sandal. Really let down.,2,negative,2025-12-30,True
3675,1619,T-shirt,Really uncomfortable t-shirt. Couldn't wear it for more than an hour. The design looked nice at least.,1,negative,2025-10-31,False
5516,147,Sandal,Super comfortable sandal. Great for everyday wear. ,3,neutral,2026-02-15,True
1202,1704,Ankle Boot,Been looking for a ankle BOOT like this forever.,4,neutral,2026-03-08,True
5871,1247,Sandal,Tried to make it work but this sandal is just bad. It smells like chemicals. This sandal is a three out of five for me. It's good for the price point.,4,neutral,2026-02-28,False
5319,1310,Sandal,"The sandal arrived on time and matches the description. I've had it for a week and it's holding up.  Some things I like, some I don't.",2,negative,2025-11-28,True
1943,731,Sandal,The sandal is fine for the price. Sizing runs slightly large.,5,positive,2025-10-11,True
116,1443,T-shirt,This t-shirt is serviceable. Sizing runs slightly large. Would consider alternatives next time.  Shipping took a while though.,3,positive,2025-12-20,False
5604,1780,Ankle Boot,This is my third purchase from ShopSmart and this ankle boot doesn't disappoint. The quality is outstanding.,2,neutral,2025-10-15,True
3016,1774,T-shirt,The quality just isn't there.,1,negative,2025-11-01,True
1348,732,T-shirt,"Comfortable, stylish, adn well-made.",4,positive,2025-11-09,True
186,231,Ankle Boot,This ankle boot is a three out of five for me. Nothing wrong with it really. ,4,positive,2025-10-07,True
5052,1434,Trouser,I've seen worse and I've seen better. This trouser is right in the middle. ,3,neutral,2025-11-05,True
5675,1192,Pullover,Expected so much more from this pullover. Really let down.,2,negative,2026-02-13,True
4080,967,Bag,Really uncomfortable bag. Couldn't wear it for more than an hour.,1,negative,2025-11-02,True
2425,930,Dress,Really pleased with how this dress turned out. stunning.,5,positive,2026-03-08,True
5380,1469,Ankle Boot,Wore this ankle boot to a date night and got so many compliments. stunning!,2,neutral,2025-09-29,True
3902,96,Sandal,I bought thsi sandal for a a date night and had to return it because The fit is completely wrong..,1,negative,2025-10-27,True
5442,683,Bag,Not blown away by this bag but I'll keep it. It's comfortable enough.,4,neutral,2025-12-11,True
5622,1764,Dress,I'd give this dress a solid B minus. Gets the job done.,2,neutral,2025-09-28,True
4701,493,Shirt,The shirt works for what I need. Wouldn't rave about it though.,4,negative,2025-10-19,True
4185,456,T-shirt,ShopSmart needs to do better. This t-shirt is embarrassing. The material feels cheap and thin.,2,negative,2025-12-29,True
2045,451,Coat,Been looking for a coat like this forever.,3,positive,2025-12-20,True
5797,406,Sandal,It fits fine and looks okay. The sandal is nothing to write home about though.,3,neutral,2026-01-25,True
1588,1328,Ankle Boot,I'm obsessed with this ankle boot. The quality is lovely. Already ordered another one.,5,positive,2025-12-05,False
2758,350,Bag,Three words: do not buy. This bag is the worst purchase I've made.,1,negative,2026-02-15,True
2122,492,Pullover,Pleasantly surprised by this pullover. Expected less FOR the price.,5,positive,2025-11-01,False
2038,524,Sandal,"Great sandal, exactly what I was looking for. Great attention to detail.",5,positive,2025-11-17,False
807,23,Coat,So excellent! The coat fits perfectly and the color is vibrant. Highly recommend this coat. Really well made. You won't be disappointed.,5,positive,2025-10-14,False
4963,1069,Dress,The dress does its job. Would I recommend it? Maybe. ,3,neutral,2025-10-05,True
5722,820,Sandal,Average sandal. I don't love it but I don't hate it.,3,neutral,2025-10-27,True
5227,1380,Sneaker,An okay purchase. The sneaker has both pros and cons. ,4,neutral,2025-12-14,False
5776,1374,T-shirt,Tried to make it work but this t-shirt is just bad. Fabric feels like sandpaper.,4,neutral,2026-02-22,True
3355,621,Bag,Average bag. I don't love it but I don't hate it.,2,negative,2026-01-17,True
4090,433,Dress,Major quality control issue with this dress. Color faded significantly. Requesting a refund.,2,negative,2025-12-20,True
504,250,Bag,This is my third purchase from ShopSmart and this bag doesn't disappoint. The design is so elegant.,4,positive,2026-02-19,True
280,1322,Bag,Been looking for a bag like this forever. So glad I found it.,4,positive,2026-02-06,True
1300,1827,Coat,Ordered tihs coat last week and already want another color. This coat is a staple now. I wear it constantly.,4,positive,2025-12-16,True
4424,1460,Coat,Sizing is completely off and the material is terrible. Returning this coat. Good packaging at least.,1,negative,2026-01-28,True
5412,1200,Bag,Not worth the money at all. The bag feels like it'll fall apart any DAY. Hard to decide if I should keep it.,4,neutral,2026-02-25,False
3737,479,Sandal,Looked great online but in person this sandal is a DISASTER. ,2,negative,2025-10-06,False
3495,1008,Bag,thsi bag is nothing like the description. Very misleading. Shipping was fast though.,1,negative,2025-12-23,True
237,1996,Sneaker,Really good sneaker. Bought one for myself and one as a gift.,4,positive,2026-01-15,True
4019,9,Dress,An okay purchse. The dress has both pros and cons...,2,negative,2025-10-25,True
3740,1477,Shirt,Sizing is completely off and the material is terrible.,1,negative,2026-02-13,True
1456,1512,Pullover,"Perfect pullover! True to size, great material, superb color.",5,positive,2025-10-06,True
5719,468,Dress,"Mixed feelings about this dress. Worth every penny. but it runs a bit large. Some things I like, some I don't. For the price, this dress is reasonable. Don't expect luxury though.",2,neutral,2025-11-29,True
1380,1454,Trouser,A+ quaity. This trouser feels like it should cost twice as much. Color is slightly different than shown.,5,positive,2026-02-01,True
654,863,Bag,No issues at all with this bag. Quality is solid.,4,positive,2025-11-25,False
4476,446,T-shirt,Passable t-shirt. My expectations were met but not exceeded. Shipping was fast though.,1,negative,2025-10-09,True
3606,1143,Ankle Boot,"Not bad, not great. The ankle boot is exactly what you'd expect for this price.  The design looked nice at least.",2,negative,2026-02-26,True
5331,774,Shirt,"It's an average shirt. Not sure if I'd buy it again. Might keep it, might return it. Got this shirt as a backup. It's decent, not amazing. Nothing wrong with it really.",2,neutral,2025-11-25,False
87,1137,Bag,Just what I needed. The bag is comfortable and looks sharp. ,5,positive,2026-02-05,True
2433,553,Shirt,Solid purchase. The shirt holds up really well after multiple washes.,4,positive,2025-11-05,False
2182,1391,Bag,tihs is my third purchase from ShopSmart and this bag doesn't disappoint. Looks even better in person.,5,positive,2025-09-30,True
5998,156,Sneaker,ShopSmart needs to do better. This sneaker is embarrassing. The elastic stretched out immediately.,3,neutral,2026-01-31,True
4543,1691,Dress,The quality is acceptable for a dress at this price point. I've had it for a week and it's holding up.,2,neutral,2026-01-19,True
4555,1600,Pullover,"For the price, this pullover is reasonable. Don't expect luxury though. ",3,neutral,2025-11-19,True
5140,309,Ankle Boot,"Not bad, not great. The ankle boot is exactly what you'd expect for this price. Decent enough ankle boot for casual wear. Not for anything special.",3,neutral,2026-02-26,True
805,1057,Pullover,Really pleased with how this pullover turned out. amazing. Price is a bit steep but worth it.,5,positive,2025-11-05,True
5772,1752,Dress,The dress looks good but it runs a bit large. Overall it's alright. Hard to decide if I should keep it.,3,neutral,2025-09-19,True
2226,1703,Coat,Best coat I've bought in a long time. Color is exactly as shown. Minor thread issue but nothing major.,4,positive,2025-10-08,False
3658,1332,Shirt,The quality just isn't there. This shirt feels flimsy and looks worse.,1,negative,2025-11-13,True
5778,169,Coat,I've seen worse and I've seen better. This coat is right in the middle.,3,neutral,2026-03-03,True
5893,1864,Ankle Boot,"Not bad, not amazing.",3,neutral,2025-11-17,True
421,1863,Shirt,Pleasantly surprised by this shirt. Expected less for the price.,4,positive,2026-03-06,True
2366,1579,T-shirt,Can't believe how gorgeous this t-shirt is for the price. Seriously impressed. Not the softest material but looks great.,5,positive,2026-02-18,True
5610,1343,Sneaker,Three words: do not buy. This sneaker is the worst purchase I've made. ,4,neutral,2026-01-25,True
1808,1602,Coat,I'm obsessed with this coat. The quality is gorgeous. Already ordered another one.,5,positive,2026-02-26,False
4942,1662,Dress,hte dress arrived fast and looks even better in person. The fabric feels premium. ,3,negative,2025-11-20,False
1664,858,Trouser,"Great trouser, exactly what I was looking for. Fits like a glove.",5,positive,2026-02-14,True
592,769,T-shirt,"Perfect t-shirt! True to size, great material, lovely color. ",5,positive,2025-10-02,True
4718,115,Bag,"Wore this bag a few times. It's fine, nothing special.",3,neutral,2026-01-03,True
5371,1011,Sneaker,Returned this sneaker immediately. Fabric feels like sandpaper. Very unhappy.,2,neutral,2026-01-28,False
3364,733,Shirt,Looked great online but in person this shirt is a disaster.  Style is cute but that's about it.,1,negative,2026-03-02,True
5841,1955,Bag,"Not bad, not great.",4,neutral,2025-12-20,True
5434,351,Shirt,Would consider buying this shirt again if it went on sale. It's comfortable enough.,3,neutral,2025-10-22,True
3622,1337,Dress,I've bought better dresss at hte dollar store honestly. The buttons fell off immediately.,1,negative,2025-11-29,True
3906,1176,Trouser,The quality just isn't there. This trouser FEELS flimsy and looks worse...,3,negative,2025-10-18,True
874,818,Ankle Boot,Can't believe how lovely this ankle boot is for the price. Seriously impressed. ,4,positive,2026-02-03,True
839,1190,Ankle Boot,Five stars. This ankle boot is incredible and I ordered two more.,5,positive,2025-12-28,True
890,278,Sandal,Bought this sandal on a whim and it's become my favorite piece. The quality is outstanding. ,4,positive,2025-09-20,True
